,Laconia(New Hampshire),Rutland(Vermont),Scranton(Pennsylvania),Alexandria(Virginia),Murfreesboro(Tennessee),Baltimore(Maryland),Johnson City(Tennessee),Worcester(Massachusetts),Philadelphia(Pennsylvania),Fort Wayne(Indiana),Gary(Indiana),Ann Arbor(Michigan),Hartford(Connecticut),Dover(Delaware),Montgomery(Alabama),Lafayette(Indiana),Lafayette(Louisiana),Memphis(Tennessee),Norfolk(Virginia),New Orleans(Louisiana),Harrisburg(Pennsylvania),Bloomington(Indiana),Hamilton(New Jersey),Charlottesville(Virginia),Montpelier(Vermont),Johnstown(Pennsylvania),Milwaukee(Wisconsin),Manassas(Virginia),Cleveland(Ohio),Providence(Rhode Island),Greensboro(North Carolina),Nashville(Tennessee),Panama City(Florida),Troy(New York),Fayetteville-A(Arkansas),Erie(Pennsylvania),New Haven(Connecticut),Saginaw(Michigan),Reading(Pennsylvania),Bridgeport(Connecticut),Springdale(Arkansas),Syracuse(New York),Sanford(Maine),Cumberland(Maryland),Gaithersburg(Maryland),Buffalo(New York),Columbia-SC(South Carolina),Charleston(West Virginia),Youngstown(Ohio),Clarksburg(West Virginia),Lansing(Michigan),Owensboro(Kentucky),Springfield-I(Illinois),Nashua(New Hampshire),Burlington(Vermont),Raleigh(North Carolina),Bloomington(Illinois),Manchester(New Hampshire),Pittsfield(Massachusetts),Rochester(New Hampshire),Annapolis(Maryland),New Bern (North Carolina),Bowling Green(Kentucky),Michigan City(Michigan),Warwick(Rhode Island),Westbrook(Maine),New Bedford(Massachusetts),Stamford(Connecticut),Chelsea(Massachusetts),Birmingham(Alabama),Southaven(Mississippi),Fayetteville(North Carolina),Savannah(Georgia),Atlantic City(New Jersey),Lynchburg(Virginia),Augusta(Maine),New Rochelle(New York),Knoxville(Tennessee),Monroe(Louisiana),Elizabethtown(Kentucky),St. Louis(Missouri),Mobile(Alabama),Florence(Kentucky),York(Pennsylvania),Rockville(Maryland),South Bend(Indiana),Washington(DC),Valdosta(Georgia),Lewiston(Maine),Miami(Florida),Columbia(Maryland),Summerville(South Carolina),Akron(Ohio),Tonawanda(New York),Carmel(Indiana),Springfield(Massachusetts),Auburn(Maine),Jersey City(New Jersey),Greenville(South Carolina),Lexington(Kentucky),Evansville(Indiana),Richmond(Virginia),Frankfort(Kentucky),Columbus(Ohio),Blacksburg(Virginia),St. Petersburg(Florida),JacksonM(Mississippi),Keene(New Hampshire),Kenosha(Wisconsin),Allentown(Pennsylvania),Grand Rapids(Michigan),Tallahassee(Florida),Portsmouth(New Hampshire),Pittsburgh(Pennsylvania),Quincy(Massachusetts),Lancaster(Pennsylvania),Hagerstown(Maryland),Salisbury(Maryland),Wilmington-D(Delaware),Woodbridge(New Jersey),Jackson(Tennessee),Wheeling(West Virginia),Orlando(Florida),Biddeford(Maine),Conway(Arkansas),Portland(Maine),Bentonville(Arkansas),Dayton(Ohio),Jacksonville(Florida),Silver Spring(Maryland),Binghamton(New York),Jonesboro(Arkansas),Tampa(Florida),Concord(New Hampshire),Newport(Rhode Island),Winooski(Vermont),Kalamazoo(Michigan),Chicago(Illinois),Traverse city (Michigan),Tuscaloosa(Alabama),Springfield-M(Missouri),Hattiesburg(Mississippi),Winston-Salem(North Carolina),Champaign(Illinois),Durham(North Carolina),Dothan(Alabama),Utica(New York),Virginia Beach(Virginia),Baton Rouge(Louisiana),Rockford(Illinois),Cambridge(Massachusetts),Middletown(New Jersey),Biloxi(Mississippi),El Dorado(Arkansas),Jefferson City(Missouri),Toledo(Ohio),Cape Coral(Florida),Wilmington(North Carolina),Charlotte(North Carolina),Hilton Head Island(South Carolina),Blue Springs (Missouri),New York City(New York),Weirton(West Virginia),Chattanooga(Tennessee),Terre Haute(Indiana),Newark(New Jersey),Gainesville(Florida),Bossier City(Louisiana),Paterson(New Jersey),Cincinnati(Ohio),Morgantown(West Virginia),Yonkers(New York),Huntington(West Virginia),Flint(Michigan),Lebanon(New Hampshire),Kingsport(Tennessee),Louisville(Kentucky),Lake Charles(Louisiana),Albany(New York),Lorain(Ohio),Trenton(New Jersey),Indianapolis(Indiana),Brockton(Massachusetts),Huntsville(Alabama),Bangor(Maine),Shreveport(Louisiana),Mount Vernon(New York),Fall River(Massachusetts),Martinsburg(West Virginia),Atlanta(Georgia),Little Rock(Arkansas),Boston(Massachusetts),Peoria(Illinois),Tupelo(Mississippi),Seaford(Delaware),Parkersburg(West Virginia),Macon(Georgia),Sheboygan(Wisconsin),Muncie(Indiana),Detroit(Michigan)
Terre Haute(Indiana),inf,inf,inf,inf,inf,inf,inf,inf,inf,325.0,265.0,576.0,inf,inf,inf,159.0,inf,inf,inf,inf,inf,94.0,inf,inf,inf,inf,466.9,inf,673.0,inf,2217.0,463.0,1123.0,1683.0,1336.0,838.0,1926.7,660.0,1305.0,1952.7,1349.0,1236.0,1855.0,1058.0,1237.0,990.0,1281.0,1398.0,765.0,1237.0,539.0,243.0,294.0,1828.0,1714.0,1314.0,231.0,1797.0,1523.0,1831.0,1313.0,1498.0,359.0,312.7,1765.6,1910.0,1784.0,1642.7,1746.2,673.0,820.0,1347.1,1339.0,1478.0,1333.0,1998.0,1555.0,750.0,1337.0,397.0,448.0,1049.0,512.0,1243.0,1245.0,333.0,1276.4,1277.0,1956.0,1993.0,1268.0,1349.0,708.0,1009.7,163.0,1615.0,1959.5,1532.0,1040.0,497.0,179.0,1280.0,459.0,406.0,930.0,1708.0,1074.0,1707.0,417.9,1240.0,506.7,1157.0,1795.2,703.0,1698.8,1086.0,983.0,1257.0,1221.0,1309.0,674.0,612.0,1570.0,1836.0,1080.0,1874.0,955.0,314.0,1422.0,1050.0,1227.0,919.0,1600.0,1742.0,1618.8,1677.0,455.0,314.9,731.7,773.0,797.0,1201.0,1133.0,149.0,1265.0,990.0,1276.0,1378.0,1339.0,445.0,1687.8,1343.0,1160.0,1219.0,662.0,489.0,1791.0,1463.0,1142.0,1406.0,819.0,1319.0,647.0,680.0,0.0,1290.0,1397.0,1368.0,1304.0,306.0,728.0,1343.4,626.0,592.0,1645.0,911.0,309.0,1543.0,1421.0,606.0,1249.0,125.0,1699.8,645.0,2076.0,1376.0,1351.1,1653.5,949.0,863.0,1027.0,1682.8,294.0,958.0,1214.0,587.0,999.0,557.9,214.0,582.0
Newark(New Jersey),inf,inf,202.3,inf,inf,362.0,inf,inf,142.0,1243.0,1456.0,1166.0,inf,275.0,inf,1430.0,inf,inf,703.0,3036.0,265.0,1528.0,82.0,975.0,inf,479.0,1657.9,1015.0,801.0,inf,1199.0,1893.0,2553.0,304.0,2763.0,720.3,764.7,1211.0,188.0,790.7,2776.0,416.3,693.0,496.0,383.0,617.3,1500.0,866.0,921.0,675.0,1177.0,1684.0,1632.0,666.0,552.0,1133.0,1569.0,635.0,383.8,669.0,364.0,1317.0,1800.0,1351.0,626.4,748.0,644.8,580.7,607.0,2011.0,2155.0,1238.0,1828.0,190.0,1011.0,836.0,64.1,1516.0,2672.0,1838.0,1796.0,2373.0,1317.0,277.0,375.0,1235.0,377.4,1794.4,635.8000000000001,2275.4,345.9,1252.4,764.0,635.3,1325.0,267.5,639.3000000000001,16.5,1180.4,1149.0,1467.0,555.4,1196.0,966.0,812.4,2071.4,2052.4,396.5,1491.6,132.0,1282.0,1900.4,487.0,587.0,408.79999999999995,240.0,387.0,371.5,193.0,27.0,1700.4,678.0,1940.4,546.0,2109.4,584.1,2186.0,997.0,1714.4,365.0,297.3,1948.4,2036.4,467.79999999999995,328.79999999999995,552.0,1228.0,1388.6,1456.0,1751.4,2028.0,2093.4,900.4,1368.0,798.4,1843.4,424.0,611.0,2290.4,1533.6,397.79999999999995,62.0,2052.4,2248.4,1891.0,983.0,2192.4,1034.4,1017.4,1420.4,2048.0,29.0,645.0,1382.4,1290.0,0.0,1830.4,2397.4,25.3,1057.0,612.0,63.2,944.0,1158.0,495.5,1047.4,1217.0,2494.4,293.2,846.4,87.0,1165.0,409.79999999999995,1557.4,786.0,2405.4,64.9,363.49999999999994,424.8,1414.4,2056.4,392.79999999999995,1513.0,1987.4,334.0,789.0,1550.4,1631.6,1248.0,1076.0
Gainesville(Florida),inf,inf,inf,2374.0,1274.0,inf,1677.0,inf,inf,inf,inf,inf,inf,inf,577.0,inf,inf,1392.0,2212.0,891.0,2728.2,inf,2842.3,1976.0,inf,2938.0,inf,2108.0,3260.0,inf,1749.1,934.0,396.0,3163.2,1807.0,3118.2,3623.8999999999996,3582.0,2692.0,3649.8999999999996,1820.0,3050.2,3552.2,2719.0,2554.0,3248.0,671.0,1514.0,2389.0,1717.0,2645.0,1154.0,1847.0,2869.2,2755.2,1047.0,1784.0,2838.2,2587.0,2872.2,1823.0,1135.0,1038.0,1705.7,2829.6,2951.2,2848.0,2783.9,2810.2,724.0,1248.0,942.0,343.0,2107.0,1160.0,3039.2,2566.2,1127.0,1173.0,1154.0,1487.0,636.0,1361.0,1944.0,1492.7,1724.0,1461.0,176.0,2664.6,540.0,1512.3,578.0,1755.0,2154.7,1528.0,2338.4,2660.1,1844.4,777.0,1290.0,1218.0,1275.0,1287.0,1554.0,1101.0,248.5,935.0,2224.4,1810.9,1748.4,1899.7,240.0,2314.9,1677.0,2236.7,1645.5,1560.8,1646.0,1637.4,1803.4,1145.0,1586.0,190.0,2366.7,1411.0,2404.7999999999997,1703.0,1468.0,116.0,1465.4,1934.6,1390.0,211.0,2288.5,2149.5,2372.7,1841.0,1707.9,2124.7,744.0,1738.0,788.0,951.0,1531.0,1037.0,407.0,2094.6,1447.0,985.0,1827.0,2218.5,1837.4,747.0,1242.0,1701.0,1707.0,407.0,868.0,821.0,410.0,1858.0,1849.7,1630.0,726.0,1397.0,1830.4,0.0,1289.0,1843.4,1309.0,1577.0,1882.8,1376.0,1810.0,2316.2,1011.7,1221.0,1189.0,2112.8,1682.0,1743.4,1405.0,2230.5,884.0,2606.7,1295.0,1885.6000000000001,2184.2,1523.0,543.0,1358.0,2213.5,1676.0,1163.0,1635.4,1448.0,418.0,1950.9,1494.0,1728.0
Bossier City(Louisiana),inf,inf,inf,2150.0,1040.0,inf,1453.0,inf,inf,inf,inf,inf,inf,inf,751.0,inf,343.0,571.0,2092.0,534.0,2608.2,inf,2722.3,1856.0,inf,2818.0,inf,1988.0,3140.0,inf,1629.1,905.0,1054.0,3131.2,645.0,3086.2,3591.8999999999996,3550.0,2660.0,3617.8999999999996,658.0,3018.2,3520.2,2687.0,2522.0,3216.0,1356.0,1837.0,2712.0,2040.0,2968.0,1125.0,1818.0,3163.0,3049.0,1732.0,1755.0,3132.0,2858.0,3166.0,2447.0,1820.0,1009.0,1676.7,3100.6,3245.0,3119.0,2977.7,3081.2,898.0,594.0,1627.0,1439.0,2683.0,1772.0,3333.0,2890.0,1189.0,155.0,1125.0,1188.0,756.0,1332.0,2418.0,2081.7,1695.0,2050.0,1271.0,3131.0,1925.0,2101.3,1508.0,1726.0,2125.7,1499.0,2731.0,3075.5,2441.4,1244.0,1261.0,1189.0,1891.0,1258.0,1525.0,1585.0,1630.0,354.0,2791.4,1770.0,2278.0,1870.7,1049.0,2881.9,1822.0,2803.7,2205.0,2023.0,2224.4,2204.4,2370.4,702.0,1731.0,1462.0,2933.7,389.0,2971.7999999999997,681.0,1439.0,1314.0,2032.4,2346.0,545.0,1492.0,2855.5,2716.5,2796.0,1812.0,1667.0,2095.7,655.0,839.0,501.0,1519.0,1497.0,1619.0,921.0,2395.0,2034.0,387.0,1664.0,2785.5,2404.4,622.0,149.0,1061.0,1678.0,1683.0,1674.0,1389.0,1488.0,1095.0,2416.7000000000003,1766.0,1079.0,1368.0,2397.4,1289.0,0.0,2410.4,1352.0,1794.0,2449.8,1462.0,1853.0,2764.0,1350.0,1192.0,306.0,2540.0,1725.0,2310.4,1376.0,2797.5,904.0,3173.7,8.0,2452.6,2751.2,2009.0,992.0,341.0,2780.5,1464.0,659.0,2202.4,1626.0,1128.0,1904.0,1465.0,1771.0
Paterson(New Jersey),517.1,446.3,177.0,inf,inf,376.0,inf,333.1,155.0,1257.0,1470.0,1180.0,228.09999999999997,288.0,inf,1444.0,inf,inf,716.0,3049.0,279.0,1542.0,106.0,988.0,555.3,493.0,1671.9,1028.0,815.0,348.09999999999997,1212.0,1906.0,2566.0,280.4,2776.0,695.0,175.10000000000002,1225.0,202.0,145.60000000000002,2789.0,391.0,600.0999999999999,510.0,396.0,592.0,1513.0,880.0,935.0,689.0,1191.0,1698.0,1646.0,416.09999999999997,528.4,1146.0,1583.0,448.9,360.2,514.0999999999999,377.0,1330.0,1814.0,1365.0,335.1,615.0999999999999,403.29999999999995,106.10000000000001,408.29999999999995,2025.0,2169.0,1251.0,1841.0,211.0,1024.0,685.0999999999999,52.099999999999994,1530.0,2686.0,1852.0,1810.0,2386.0,1331.0,291.0,388.0,1249.0,390.4,1807.4,623.8000000000001,2288.4,358.9,1265.4,778.0,610.0,1339.0,255.49999999999997,627.3000000000001,41.8,1193.4,1163.0,1481.0,568.4,1210.0,980.0,825.4,2084.4,2065.4,384.5,1505.6,146.0,1296.0,1913.4,475.0,601.0,396.79999999999995,254.0,401.0,384.5,206.0,50.0,1713.4,692.0,1953.4,534.0,2122.4,572.1,2200.0,1011.0,1727.4,378.0,272.0,1961.4,2049.4,455.79999999999995,316.79999999999995,528.4,1242.0,1402.6,1470.0,1764.4,2042.0,2106.4,913.4,1382.0,811.4,1856.4,391.4,624.0,2303.4,1547.6,385.79999999999995,83.0,2065.4,2261.4,1905.0,997.0,2205.4,1047.4,1030.4,1433.4,2062.0,36.3,659.0,1395.4,1304.0,25.3,1843.4,2410.4,0.0,1071.0,626.0,39.4,958.0,1172.0,483.5,1060.4,1231.0,2507.4,269.4,860.4,100.0,1179.0,397.79999999999995,1570.4,774.0,2418.4,47.1,351.49999999999994,438.8,1427.4,2069.4,380.79999999999995,1527.0,2000.4,347.0,803.0,1563.4,1645.6,1262.0,1090.0
Cincinnati(Ohio),inf,inf,1028.0,1602.0,502.0,1350.0,905.0,inf,1042.0,381.0,421.0,413.0,inf,1175.0,807.0,281.0,inf,784.0,1603.0,1505.0,878.0,274.0,1111.3,1404.0,inf,659.0,622.9,1536.0,403.0,inf,1177.1,450.0,1110.0,1355.0,1323.0,568.0,1656.7,552.0,969.0,1682.7,1336.0,966.0,1585.0,722.0,901.0,720.0,1268.0,449.0,450.0,440.0,518.0,341.0,577.0,1558.0,1444.0,1131.0,514.0,1527.0,1253.0,1561.0,874.0,1315.0,343.0,468.7,1495.6,1640.0,1514.0,1372.7,1476.2,657.0,804.0,1161.0,1323.0,1095.0,816.0,1728.0,1285.0,408.0,1321.0,230.0,674.0,1033.0,20.0,890.2,806.0,403.0,837.4,1261.0,1686.0,1972.0,829.0,1007.0,374.0,739.7,219.0,1345.0,1689.5,1173.0,698.0,134.0,353.0,917.0,129.0,173.0,639.0,1692.0,1058.0,1474.0,573.9,983.0,606.0,1141.0,1562.2,470.0,1465.8,853.0,728.0,1002.0,966.0,1076.0,658.0,379.0,1554.0,1603.0,1064.0,1641.0,1129.0,87.0,1406.0,817.0,994.0,903.0,1584.0,1509.0,1385.8,1444.0,525.0,470.9,799.0,757.0,971.0,1185.0,805.0,384.0,937.0,974.0,1043.0,1087.0,1323.0,615.9,1454.8,1110.0,1144.0,1203.0,836.0,326.0,1775.0,1121.0,800.0,1125.0,993.0,1086.0,414.0,583.0,306.0,1057.0,1309.0,1352.0,1071.0,0.0,495.0,1110.4,335.0,501.0,1412.0,571.0,160.0,1527.0,1188.0,373.0,1016.0,181.0,1466.8,629.0,1843.0,1360.0,1118.1,1420.5,716.0,766.0,1011.0,1449.8,529.0,942.0,981.0,324.0,902.0,713.9,270.0,419.0
Morgantown(West Virginia),inf,inf,598.0,821.0,inf,344.0,734.0,inf,514.0,576.0,789.0,594.0,inf,545.0,1634.0,703.0,inf,1520.0,711.0,2332.0,347.0,696.0,583.3,639.0,inf,223.0,990.9,346.0,336.0,inf,772.0,1189.0,1849.0,870.0,2059.0,328.0,1330.7,733.0,449.0,1356.7,2072.0,726.0,1259.0,116.0,295.0,480.0,1073.0,254.0,367.0,63.0,699.0,951.0,999.0,1232.0,1118.0,770.0,936.0,1201.0,949.8,1235.0,371.0,954.0,1067.0,778.0,1192.3999999999999,1314.0,1210.8,1132.7,1173.0,1381.0,1528.0,875.0,1401.0,592.0,584.0,1402.0,929.0,904.0,2045.0,1105.0,1156.0,1757.0,515.0,387.2,303.0,720.0,334.4,1700.0,1360.0,2181.0,326.0,1196.0,288.0,499.7,641.0,1041.8,1363.5,670.0,931.0,533.0,848.0,499.0,580.0,322.0,476.0,1818.0,1500.0,1050.0,941.9,480.0,806.0,1583.0,1099.0,122.0,1020.8,409.0,225.0,499.0,463.0,629.0,1100.0,116.0,1687.0,1158.0,1506.0,1196.1,1624.0,435.0,1461.0,322.0,638.0,1345.0,1783.0,1079.8,940.8,1118.0,752.0,838.9,980.0,1199.0,1466.0,1627.0,679.0,806.0,742.0,1416.0,798.0,661.0,1765.0,983.9,1009.8,663.0,1586.0,1645.0,1329.0,507.0,1939.0,978.0,756.0,1167.0,1486.0,641.0,129.0,982.0,728.0,612.0,1577.0,1794.0,626.0,495.0,0.0,665.4,332.0,682.0,1086.0,711.0,655.0,1969.0,864.0,380.0,569.0,603.0,1021.8,1071.0,1398.0,1802.0,673.0999999999999,975.5,221.0,1153.0,1453.0,1004.8,951.0,1384.0,486.0,177.0,1289.0,1081.9,686.0,600.0
Yonkers(New York),458.4,376.0,216.4,inf,inf,415.4,inf,274.4,194.4,1222.0,1435.0,1145.0,169.39999999999998,327.4,inf,1409.0,inf,inf,755.4,3088.4,318.4,1507.0,136.7,1027.4,485.0,532.4,1636.9,1067.4,854.4,289.4,1251.4,1945.4,2605.4,241.0,2815.4,709.0,116.4,1264.4,241.4,86.9,2828.4,398.0,541.4,549.4,435.4,603.0,1552.4,919.4,974.4,728.4,1230.4,1737.4,1685.4,357.4,489.0,1185.4,1622.4,390.2,295.0,455.4,416.4,1369.4,1853.4,1404.4,276.4,556.4,344.59999999999997,47.400000000000006,349.59999999999997,2064.4,2208.4,1290.4,1880.4,243.7,1063.4,626.4,12.7,1569.4,2725.4,1891.4,1849.4,2425.4,1370.4,330.4,427.4,1288.4,429.79999999999995,1846.8,584.4,2327.8,398.29999999999995,1304.8,817.4,621.0,1378.4,216.09999999999997,587.9,46.7,1232.8,1202.4,1520.4,607.8,1249.4,1019.4,864.8,2123.8,2104.8,345.09999999999997,1545.0,185.4,1335.4,1952.8,435.59999999999997,640.4,357.4,293.4,440.4,423.9,245.4,80.5,1752.8,731.4,1992.8,494.59999999999997,2161.8,532.6999999999999,2239.4,1050.4,1766.8,417.4,283.0,2000.8,2088.8,416.4,277.4,489.0,1281.4,1442.0,1509.4,1803.8,2081.4,2145.8,952.8,1421.4,850.8,1895.8,352.0,663.4,2342.8,1587.0,346.4,115.7,2104.8,2300.8,1944.4,1036.4,2244.8,1086.8,1069.8,1472.8,2101.4,34.2,698.4,1434.8,1343.4,63.2,1882.8,2449.8,39.4,1110.4,665.4,0.0,997.4,1211.4,444.09999999999997,1099.8,1270.4,2546.8,230.0,899.8,139.4,1218.4,358.4,1609.8,734.5999999999999,2457.8,7.7,312.09999999999997,478.2,1466.8,2108.8,341.4,1566.4,2039.8,386.4,842.4,1602.8,1685.0,1301.4,1129.4
Huntington(West Virginia),inf,inf,895.0,649.0,609.0,676.0,562.0,inf,846.0,474.0,687.0,535.0,inf,877.0,914.0,601.0,inf,891.0,739.0,1612.0,679.0,594.0,915.3,467.0,inf,526.0,888.9,599.0,450.0,inf,637.0,557.0,1217.0,1202.0,1430.0,615.0,1662.7,674.0,781.0,1688.7,1443.0,1013.0,1591.0,448.0,627.0,767.0,925.0,82.0,498.0,279.0,640.0,479.0,897.0,1564.0,1450.0,764.0,834.0,1533.0,1281.8,1567.0,703.0,948.0,453.0,676.0,1524.3999999999999,1646.0,1542.8,1419.7,1505.0,767.0,914.0,794.0,1253.0,924.0,449.0,1734.0,1261.0,475.0,1431.0,347.0,812.0,1143.0,315.0,719.2,635.0,618.0,661.0,1371.0,1692.0,2033.0,658.0,1068.0,422.0,786.7,539.0,1373.8,1695.5,1002.0,759.0,201.0,519.0,582.0,248.0,220.0,304.0,1646.0,1168.0,1382.0,839.9,812.0,747.0,1251.0,1431.0,418.0,1352.8,741.0,557.0,831.0,795.0,961.0,768.0,307.0,1515.0,1490.0,1174.0,1528.1,1295.0,333.0,1289.0,654.0,970.0,1013.0,1611.0,1411.8,1272.8,1450.0,669.0,736.9,921.0,867.0,1137.0,1295.0,507.0,704.0,639.0,1084.0,1079.0,752.0,1433.0,881.9,1341.8,995.0,1254.0,1313.0,1002.0,448.0,1767.0,859.1,584.0,995.0,1159.0,973.0,353.0,650.0,626.0,944.0,1376.0,1462.0,958.0,335.0,332.0,997.4,0.0,623.0,1418.0,539.0,326.0,1637.0,1196.0,420.0,901.0,501.0,1353.8,739.0,1730.0,1470.0,1005.0999999999999,1307.5,547.0,833.0,1121.0,1336.8,849.0,1052.0,818.0,164.0,969.0,979.9,584.0,541.0
Flint(Michigan),inf,inf,inf,inf,inf,inf,inf,inf,inf,267.0,361.7,88.0,inf,inf,inf,454.0,inf,inf,inf,inf,inf,552.0,inf,inf,inf,inf,563.6,inf,359.0,inf,1903.0,2597.0,3257.0,1369.0,3467.0,524.0,1612.7,61.0,991.0,1638.7,3480.0,922.0,1541.0,744.0,923.0,676.0,2136.0,1114.0,451.0,923.0,53.0,802.0,726.5999999999999,1514.0,1400.0,1769.0,645.5999999999999,1483.0,1209.0,1517.0,999.0,1953.0,918.0,314.0,1451.6,1596.0,1470.0,1328.7,1432.2,1232.0,1379.0,1826.0,1898.0,1164.0,1481.0,1684.0,1241.0,1309.0,1896.0,956.0,890.5999999999999,1608.0,875.0,929.0,931.0,298.0,962.4,1836.0,1642.0,2552.0,954.0,1837.4,394.0,695.7,445.0,1301.0,1645.5,1218.0,1466.0,902.0,738.0,1138.4,897.0,403.0,927.0,2267.0,1633.0,1430.0,514.6,1026.0,164.0,1716.0,1518.2,571.0,1444.0,954.0,851.0,1125.0,1089.0,1177.0,1233.0,601.7,2129.0,1571.2,1639.0,1597.0,1397.6,414.0,1907.0,948.0,950.0,1404.0,2085.0,1465.0,1483.7,1400.0,176.0,411.59999999999997,308.0,1258.0,1239.6,1686.0,1130.0,605.0,1262.0,1475.0,999.0,1300.4,1824.0,556.5999999999999,1425.0,1211.0,1645.0,1704.0,1104.6,175.0,2276.0,1482.1,1207.0,1618.0,1261.6,1187.0,553.0,1084.0,592.0,1158.0,1810.0,1853.0,1172.0,501.0,682.0,1211.4,623.0,0.0,1368.0,1072.0,651.0,2028.0,1144.0,317.0,1117.0,466.0,1451.0,1130.0,1804.0,1861.0,1219.1,1449.0,888.8,1267.0,1512.0,1424.0,675.5999999999999,1443.0,1112.0,584.0,1403.0,654.5999999999999,377.0,113.0
Lebanon(New Hampshire),90.0,81.0,inf,inf,inf,inf,inf,229.0,inf,inf,inf,inf,274.7,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,96.0,inf,inf,inf,inf,294.0,inf,inf,inf,216.0,3315.2,844.0,337.7,1419.0,702.0,363.7,3328.2,458.0,173.0,970.0,935.2,692.0,2052.2,1340.0,1129.0,1149.0,1385.0,1892.0,1840.0,146.0,165.0,1685.2,1777.0,115.0,224.0,149.0,916.2,1869.2,2008.0,1559.0,311.6,228.0,312.0,396.7,219.0,2322.0,2469.0,1790.2,2380.2,843.0,1563.2,316.0,431.4,1990.0,2986.0,2046.0,2004.0,2698.0,1525.0,779.2,927.2,1443.0,929.6,2346.6,274.0,2827.6,898.1,1804.6,1072.0,688.0,1535.0,228.0,277.5,479.0,1673.4,1580.0,1799.0,1048.4,1575.0,1239.0,1305.4,2564.4,2470.0,99.0,1701.6,627.5,1492.0,2393.4,172.0,1020.0,241.4,735.5,861.0,864.5,686.0,512.8,2070.0,1111.0,2426.2,203.2,2476.0,229.0,2511.0,1352.0,2200.2,850.8,448.0,2315.0,2522.2,97.0,346.1,160.0,1438.0,1598.6,1666.0,2169.0,2353.0,2579.2,1386.1999999999998,1695.0,1284.1999999999998,2329.2,377.0,1096.8,2735.0,1743.6,213.0,548.0,2538.2,2615.0,2218.0,1193.0,2678.2,1520.1999999999998,1503.1999999999998,1906.2,2375.0,466.5,1078.0,1868.1999999999998,1645.0,495.5,2316.2,2764.0,483.5,1412.0,1086.0,444.09999999999997,1418.0,1368.0,0.0,1533.1999999999998,1572.0,2939.0,230.8,1054.4,572.8,1520.0,263.0,2041.0,436.0,2772.0,436.5,305.8,898.8,1900.1999999999998,2423.0,223.8,1840.0,2354.0,819.8,1254.0,2036.1999999999998,1841.6,1467.0,1286.0
Kingsport(Tennessee),inf,inf,inf,658.0,451.0,1091.0,37.7,inf,1261.0,inf,inf,inf,inf,1292.0,777.0,inf,inf,779.0,700.0,1475.0,1216.2,inf,1330.3,476.0,inf,1426.0,inf,608.0,1748.0,inf,309.8,448.0,1080.0,1739.2,1318.0,1694.2,2199.9,2158.0,1268.0,2225.9,1331.0,1626.2,2128.2,827.0,1006.0,1356.0,400.7,457.0,1332.0,660.0,1588.0,668.0,1361.0,1943.0,1829.0,433.7,1298.0,1912.0,1660.8,1946.0,1055.0,617.7,552.0,1219.7,1903.3999999999999,2025.0,1921.8,1857.7,1884.0,658.0,802.0,466.8,728.7,1303.0,392.0,2113.0,1640.0,163.0,1319.0,583.0,1001.0,1034.0,551.0,1098.2,701.7,1238.0,670.0,885.0,1873.6,1508.7,721.3,543.7,923.0,1322.7,1042.0,1555.4,1877.1,1061.4,234.7,437.0,732.0,564.0,484.0,744.0,235.0,1266.7,1059.0,1441.4,1324.9,965.4,1271.0,954.7,1531.9,811.0,1453.7,862.5,770.8,874.4,854.4,1020.4,653.0,720.0,1181.7,1583.6999999999998,1062.0,1621.7999999999997,1354.0,658.0,955.7,682.4,1151.6,901.0,1222.7,1505.5,1366.5,1589.6999999999998,1142.0,1136.9,1370.0,758.0,1249.0,1147.7,264.7,1045.0,396.7,897.7,1311.6,718.0,1324.0,1281.9,1435.5,1054.4,1106.7,1201.0,1215.0,897.0,1418.7,599.7,278.7,661.7,1372.0,1066.7,764.0,335.0,911.0,1047.4,1011.7,1350.0,1060.4,571.0,711.0,1099.8,539.0,1072.0,1533.1999999999998,0.0,562.0,1528.0,1329.8,944.0,960.4,746.0,1447.5,510.0,1823.6999999999998,1358.0,1102.6,1401.1999999999998,733.0,468.7,1009.0,1430.5,1100.0,940.0,852.4,582.0,604.7,1284.9,835.0,990.0
